[2022-11-01 13:14:32,666][lightning][INFO] - successful load initial weights
[2022-11-01 13:19:37,281][lightning][INFO] - prediction: джой какие видысаркисотаны ты знаешь
[2022-11-01 13:19:39,239][lightning][INFO] - reference : сбер перевести максу три тысячи рублей
[2022-11-01 13:19:39,239][lightning][INFO] - prediction: сбер перевести машу преысячи рули
[2022-11-01 13:19:40,933][lightning][INFO] - reference : афина какова вместимость стадиона имени первого мая
[2022-11-01 13:19:40,934][lightning][INFO] - prediction: сафина какава мысимескде эмады емелиберовамае
[2022-11-01 13:19:42,662][lightning][INFO] - reference : салют хочу взять потребительский кредит хотелось бы знать одобрят ли мне его
[2022-11-01 13:19:42,662][lightning][INFO] - prediction: салют хальчу заутребинси предит хочуо бузнаечедобр еднео
[2022-11-01 13:19:44,254][lightning][INFO] - reference : в каком клубе состоит независимое государство хорватия
[2022-11-01 13:19:44,254][lightning][INFO] - prediction: како клудисстотнизаисеное косшудастохорват
[2022-11-01 13:19:46,260][lightning][INFO] - reference : сбер запись на оформление бровей
[2022-11-01 13:19:46,260][lightning][INFO] - prediction: сбер апосновормение дрови
[2022-11-01 13:19:48,176][lightning][INFO] - reference : салют показать канал телевидения номер
[2022-11-01 13:19:48,177][lightning][INFO] - prediction: салют показать каналтревединиянавар
[2022-11-01 13:19:50,342][lightning][INFO] - reference : сбер что такое капитал фирмы
[2022-11-01 13:19:50,342][lightning][INFO] - prediction: сбер что такой копитафирмы
[2022-11-01 13:19:52,499][lightning][INFO] - reference : афина в голодных играх как звали героиню
[2022-11-01 13:19:52,499][lightning][INFO] - prediction: афина глодлехфибравтаксивалюдероин
[2022-11-01 13:19:54,818][lightning][INFO] - reference : сбер какую валюту используют в стране юар
[2022-11-01 13:19:54,818][lightning][INFO] - prediction: сбер какуй валютуиспутитстрониг
[2022-11-01 13:19:56,673][lightning][INFO] - reference : салют алан рикман
[2022-11-01 13:19:56,673][lightning][INFO] - prediction: салют аланригмоа
[2022-11-01 13:19:58,921][lightning][INFO] - reference : сбер вруби телеканал успех
[2022-11-01 13:19:58,922][lightning][INFO] - prediction: сбер врупителе каналуспех
[2022-11-01 13:20:00,547][lightning][INFO] - reference : джой какой результат дала вам йога
[2022-11-01 13:20:00,548][lightning][INFO] - prediction: джой какой извтадалавамудега
[2022-11-01 13:20:02,474][lightning][INFO] - reference : сбер скажи ка мне курс исландской короны на завтра
[2022-11-01 13:20:02,474][lightning][INFO] - prediction: сбер скажиконе орс исланской короны нацартра
[2022-11-01 13:20:04,126][lightning][INFO] - reference : сбер поставь канал психология двадцать один
[2022-11-01 13:20:04,127][lightning][INFO] - prediction: сбер оставь каналчколдеввацтян
[2022-11-01 13:20:05,932][lightning][INFO] - reference : сбер какую валюту брать с собой в гонконг
[2022-11-01 13:20:05,932][lightning][INFO] - prediction: сбер какуй волютуватсяво бонко
[2022-11-01 13:20:07,700][lightning][INFO] - reference : джой что позволяет различить разные спирты
[2022-11-01 13:20:07,700][lightning][INFO] - prediction: джой что позволять оразвлечи тразные сперты
[2022-11-01 13:20:09,580][lightning][INFO] - reference : салют фреска рафаэля афинская школа высота над поверхностью
[2022-11-01 13:20:09,580][lightning][INFO] - prediction: салют престрафониря офинскашкола остоно полефсти
[2022-11-01 13:20:11,396][lightning][INFO] - reference : джой позвони оператору банка
[2022-11-01 13:20:11,396][lightning][INFO] - prediction: джой озботи ператра баннта
[2022-11-01 13:20:13,367][lightning][INFO] - reference : сбер открой канал наша тема
[2022-11-01 13:20:13,367][lightning][INFO] - prediction: сдер вкроканал наш керма
[2022-11-01 13:20:15,471][lightning][INFO] - reference : вместе с кем антонио герд был совладельцем судоходной компании
[2022-11-01 13:20:15,471][lightning][INFO] - prediction: мезеи стем атолигер восяводлемсгавсега се гокодогантани
[2022-11-01 13:20:17,522][lightning][INFO] - reference : сбер михаил круг золотые купола включи мне пожалуйста
[2022-11-01 13:20:17,522][lightning][INFO] - prediction: сбер бекакозатли купола лючени пожалуйст
[2022-11-01 13:20:19,231][lightning][INFO] - reference : джой привет найди мне фильмы федора бондарчука
[2022-11-01 13:20:19,231][lightning][INFO] - prediction: джой привет найди мне фильмы шетрапонтычека
[2022-11-01 13:20:21,263][lightning][INFO] - reference : ты можешь поставить будильник на семь утра девятого апреля две тысячи двадцатого года
[2022-11-01 13:20:21,264][lightning][INFO] - prediction: можчпоста удини несемо тра девятово тревитне тысяситвацатовогоно
[2022-11-01 13:20:23,034][lightning][INFO] - reference : афина концентрация вредных веществ изопропанол
